
id,hash_columns_change,property,occupancyDate,physicalRooms,roomsSold,roomRevenue,roomArrivals,roomDepartures,totalRevenue,cancelledRooms,foodRevenue,noShowRooms,ooRooms,osRooms,otherRevenue,availableRooms,business_datetime,scd_valid_from,scd_valid_to
4gCRZMpxW/XAwWG67Q753g==,JA6Y6p6CsWrWdmbgUODzJQ==,SAND01CN,2024-02-19,395,7,2420.9418181818182,10,5,2494.8014673046259,4,73.859649122808008,3,2,0,-3.907985046680551e-14,386,2025-01-31 09:39:52,2025-01-31 09:39:52,
7br3G7ilVvAM5kw5XXORNA==,Y4JEcjwtycD5H7Ty9KDksw==,SAND01CN,2023-12-22,330,2,927,1,1,927,0,0,11,1,0,0,327,2025-01-31 09:39:52,2025-01-31 09:39:52,
88aW8HHAkBmEb/o27VJsbw==,ZTWfrdr7rpLbZKs1Ivu0dA==,SAND01CN,2025-12-27,705,13501,89583.333333333343,0,0,89583.333333333343,0,0,0,0,0,0,-12796,2025-01-31 14:31:08,2025-01-31 14:31:08,2025-02-01 06:09:30
88aW8HHAkBmEb/o27VJsbw==,XWWthDiEPa6CSz+L5b/mhA==,SAND01CN,2025-12-27,1105,13501,89583.333333333343,0,0,89583.333333333343,0,0,0,0,0,0,-12396,2025-02-01 06:09:30,2025-02-01 06:09:30,2025-02-03 13:47:38
88aW8HHAkBmEb/o27VJsbw==,fHHdWnfBpnGtmHE9uURXOw==,SAND01CN,2025-12-27,1133,13501,89583.333333333343,0,0,89583.333333333343,0,0,0,0,0,0,-12368,2025-02-03 13:47:38,2025-02-03 13:47:38,2025-02-05 07:55:36
88aW8HHAkBmEb/o27VJsbw==,71Rc8JZk6PGaA8VVpsn8Fg==,SAND01CN,2025-12-27,1134,13501,89583.333333333343,0,0,89583.333333333343,0,0,0,0,0,0,-12367,2025-02-05 07:55:36,2025-02-05 07:55:36,
/+w7WRhZ0DMfV4Eg2lrfmw==,1uwE4kx9wewanYFTMc7kCQ==,SAND01CN,2025-04-25,705,4,687.82912280701794,2,0,687.82912280701794,1,0,0,0,0,0,701,2025-01-31 14:31:08,2025-01-31 14:31:08,2025-02-01 06:09:30
/+w7WRhZ0DMfV4Eg2lrfmw==,0f6wC0tOIsj16PWHTfiQlw==,SAND01CN,2025-04-25,1105,4,687.82912280701794,2,0,687.82912280701794,1,0,0,0,0,0,1101,2025-02-01 06:09:30,2025-02-01 06:09:30,2025-02-03 13:47:38
/+w7WRhZ0DMfV4Eg2lrfmw==,puSmE3QaRfC2mDckR6nL7w==,SAND01CN,2025-04-25,1133,4,687.82912280701794,2,0,687.82912280701794,1,0,0,0,0,0,1129,2025-02-03 13:47:38,2025-02-03 13:47:38,2025-02-05 07:55:36
/+w7WRhZ0DMfV4Eg2lrfmw==,+47m9wlLRP6MNZ+z5PVP9A==,SAND01CN,2025-04-25,1134,4,687.82912280701794,2,0,687.82912280701794,1,0,0,0,0,0,1130,2025-02-05 07:55:36,2025-02-05 07:55:36,
D2XeJa9ePwbtbYToctBhPg==,qiR5qA4k9kPg2B3byNUb7A==,SAND01CN,2023-09-23,303,6,890.909090909091,0,3,969.856459330144,0,78.947368421053,4,0,0,5.6843418860808015e-14,297,2025-01-31 09:39:52,2025-01-31 09:39:52,
J+Kdsys3bzVyq0igNJtmrQ==,ye9ocTa/n3AS1Rio/9B0+Q==,SAND01CN,2024-02-13,394,18,6142.6890909090916,17,14,6838.68059062613,3,545.438596491232,25,2,0,150.5529032258064,374,2025-01-31 09:39:52,2025-01-31 09:39:52,
WtA3lnUNt/6t8pIJQv/GhQ==,hcgmhXNRnKIvddxCj/eTKg==,SAND01CN,2023-04-29,300,9,1691.7727272727279,7,0,1757.5622009569388,0,65.789473684211,0,1,0,-2.8421709430404007e-14,290,2025-01-31 09:39:52,2025-01-31 09:39:52,
t/RtW4jqgyupQum3MaY91Q==,1yJ1lXa6whtvGhaoOMjoXQ==,SAND01CN,2023-06-06,300,4,190640.06363636363,2,1,232904.63610726051,0,40762.072470896856,1,2,0,1502.5,294,2025-01-31 09:39:52,2025-01-31 09:39:52,
4PXcxU+7CODm2uqX/w7U8A==,QKo2ON0dvTA1g/8iZ6pABA==,SAND01CN,2024-01-06,330,1,276.909090909091,0,1,363.459090909091,0,42.55,2,0,0,44.000000000000014,329,2025-01-31 09:39:52,2025-01-31 09:39:52,
71jpUPNBOHVsK00Le/oNPQ==,hdyomxkGx3Vlg83u6G23tA==,SAND01CN,2024-08-04,398,8,642.31578947368394,0,0,642.31578947368394,0,0,4,0,0,0,390,2025-01-31 09:39:52,2025-01-31 09:39:52,
9DV1SmZ8ZrndeqG7knwLVQ==,2/6vEgLjhIj5t9XqK4CZEg==,SAND01CN,2024-02-15,395,27,5683.7890909090947,45,36,6418.1750558213853,6,704.385964912292,20,4,0,29.999999999999694,364,2025-01-31 09:39:52,2025-01-31 09:39:52,
EIsXeWT6kvxkG6MKBYbPAw==,h6zsrOxCrIcuiKaUR0NRyw==,SAND01CN,2023-01-31,300,3,466.772727272727,3,2,466.772727272727,0,0,1,0,0,0,297,2025-01-31 09:39:52,2025-01-31 09:39:52,
I0FSfR96X/n0pmRnhauZFA==,sqgLERL6ByCF+kwEFe6rVQ==,SAND01CN,2022-06-03,84,0,0,0,0,0,1,0,0,0,0,0,84,2025-01-31 09:39:52,2025-01-31 09:39:52,
Loe3rMFmhhaazRz9MNIsuQ==,c1l0tsefispZ5XMEk93v8Q==,SAND01CN,2023-04-23,300,2,504.154545454545,0,0,569.944019138756,0,65.789473684211,0,0,0,-2.8421709430404007e-14,298,2025-01-31 09:39:52,2025-01-31 09:39:52,
epsQC+6EdxIwQj8HnY4UUg==,jZlBueUc9yyAeem7wqw9zw==,SAND01CN,2025-06-08,705,2,285.087719298246,0,0,285.087719298246,0,0,0,0,0,0,703,2025-01-31 14:31:08,2025-01-31 14:31:08,2025-02-01 06:09:30
epsQC+6EdxIwQj8HnY4UUg==,9EaKcf7HNVBjyybA58Wy3g==,SAND01CN,2025-06-08,1105,2,285.087719298246,0,0,285.087719298246,0,0,0,0,0,0,1103,2025-02-01 06:09:30,2025-02-01 06:09:30,2025-02-03 13:47:38
epsQC+6EdxIwQj8HnY4UUg==,M0m3GHTDf4NN+wmrEnHdOw==,SAND01CN,2025-06-08,1133,2,285.087719298246,0,0,285.087719298246,0,0,0,0,0,0,1131,2025-02-03 13:47:38,2025-02-03 13:47:38,2025-02-05 07:55:36
epsQC+6EdxIwQj8HnY4UUg==,4+dZTsmSfLE4U2scqlNiog==,SAND01CN,2025-06-08,1134,2,285.087719298246,0,0,285.087719298246,0,0,0,0,0,0,1132,2025-02-05 07:55:36,2025-02-05 07:55:36,
e0cXhcI5/aNUkLYVO+qg1A==,HfNp4kNeWuTx+Ivi+7uS9A==,SAND01CN,2023-02-03,300,1,145.063636363636,0,0,145.063636363636,0,0,0,0,0,0,299,2025-01-31 09:39:52,2025-01-31 09:39:52,
fMiHDdxjOdj3kb3bQGDrOQ==,7f0MgYZ6DX+/D1KI2hRf8A==,SAND01CN,2024-06-15,397,4,807.228070175439,0,5,850.45387662705207,0,40,5,0,0,3.2258064516130105,393,2025-01-31 09:39:52,2025-01-31 09:39:52,
fOiG4MkArB6PEvdYhczucA==,CevG6mpQ+4r0WYqsYCctyA==,SAND01CN,2023-01-30,300,2,241.772727272727,0,0,241.772727272727,0,0,1,0,0,0,298,2025-01-31 09:39:52,2025-01-31 09:39:52,
kF22uVPCgCtm/D49me8IeA==,A7fJ0rKk+YmSJ/hSQuJhNw==,SAND01CN,2024-01-13,330,3,456.38,0,2,456.38,0,0,0,0,0,0,327,2025-01-31 09:39:52,2025-01-31 09:39:52,
qYkghN/Yl+oqOmuMFb+6xw==,qVTGdchdADvp+TS2oUUIhQ==,SAND01CN,2025-05-29,705,2,148.73912280701802,0,1,148.73912280701802,0,0,0,0,0,0,703,2025-01-31 14:31:08,2025-01-31 14:31:08,2025-02-01 06:09:30
qYkghN/Yl+oqOmuMFb+6xw==,JFv4ja5LsIKlGn1Heg/6lA==,SAND01CN,2025-05-29,1105,2,148.73912280701802,0,2,148.73912280701802,0,0,0,0,0,0,1103,2025-02-01 06:09:30,2025-02-01 06:09:30,2025-02-03 13:47:38
qYkghN/Yl+oqOmuMFb+6xw==,6p8KWN0PTno7Ffb6UoVsGA==,SAND01CN,2025-05-29,1133,2,148.73912280701802,0,2,148.73912280701802,0,0,0,0,0,0,1131,2025-02-03 13:47:38,2025-02-03 13:47:38,2025-02-05 07:55:36
qYkghN/Yl+oqOmuMFb+6xw==,+GOSppeoFxANl/znPKh2jQ==,SAND01CN,2025-05-29,1134,2,148.73912280701802,0,2,148.73912280701802,0,0,0,0,0,0,1132,2025-02-05 07:55:36,2025-02-05 07:55:36,
rhoMksnB3/ROtp3dMf/X7g==,RJxKTtR6NTp9UoaDDL2BMA==,SAND01CN,2025-12-05,705,13501,89583.333333333343,0,2,89583.333333333343,0,0,0,0,0,0,-12796,2025-01-31 14:31:08,2025-01-31 14:31:08,2025-02-01 06:09:30
rhoMksnB3/ROtp3dMf/X7g==,mz0eIQNfMf+cVKGLCNLxTw==,SAND01CN,2025-12-05,1105,13501,89583.333333333343,0,2,89583.333333333343,0,0,0,0,0,0,-12396,2025-02-01 06:09:30,2025-02-01 06:09:30,2025-02-03 13:47:38
rhoMksnB3/ROtp3dMf/X7g==,UbdmzW6WSSVUCZedYk5Wnw==,SAND01CN,2025-12-05,1133,13501,89583.333333333343,0,2,89583.333333333343,0,0,0,0,0,0,-12368,2025-02-03 13:47:38,2025-02-03 13:47:38,2025-02-05 07:55:36
rhoMksnB3/ROtp3dMf/X7g==,YIZlBBoWZ1RfCD3BHP76BQ==,SAND01CN,2025-12-05,1134,13501,89583.333333333343,0,2,89583.333333333343,0,0,0,0,0,0,-12367,2025-02-05 07:55:36,2025-02-05 07:55:36,
u4svev6SCUREZoKjYzp4lw==,pUIsJa+zmhKOgCiw9mRasQ==,SAND01CN,2025-05-04,705,2,609.649122807018,0,0,609.649122807018,0,0,0,0,0,0,703,2025-01-31 14:31:08,2025-01-31 14:31:08,2025-02-01 06:09:30
u4svev6SCUREZoKjYzp4lw==,WwUg62IeZsjSTne3WqWhzA==,SAND01CN,2025-05-04,1105,2,609.649122807018,0,0,609.649122807018,0,0,0,0,0,0,1103,2025-02-01 06:09:30,2025-02-01 06:09:30,2025-02-03 13:47:38
u4svev6SCUREZoKjYzp4lw==,e+FbP2k4pCZ9vHoTk/7r+Q==,SAND01CN,2025-05-04,1133,2,609.649122807018,0,0,609.649122807018,0,0,0,0,0,0,1131,2025-02-03 13:47:38,2025-02-03 13:47:38,2025-02-05 07:55:36
u4svev6SCUREZoKjYzp4lw==,GT0/3tBC0rt41UXCEhDl/Q==,SAND01CN,2025-05-04,1134,2,609.649122807018,0,0,609.649122807018,0,0,0,0,0,0,1132,2025-02-05 07:55:36,2025-02-05 07:55:36,
wqItV+Rq2/rY451EnuYtsw==,8/ND6reoX4n0+1k945iiNQ==,SAND01CN,2023-12-03,403,3,250,0,0,250,0,0,15,0,4,0,396,2025-01-31 09:39:52,2025-01-31 09:39:52,
6yK8PMLCRvWF1UGTxlvo4g==,mCeJXztA0djDO2zDBEXMcg==,SAND01CN,2025-12-02,705,13503,89671.052631578961,2,0,89671.052631578961,0,0,0,0,0,0,-12798,2025-01-31 14:31:08,2025-01-31 14:31:08,2025-02-01 06:09:30
6yK8PMLCRvWF1UGTxlvo4g==,P3wGLVMdsty6kqP6i4mvdg==,SAND01CN,2025-12-02,1105,13503,89671.052631578961,2,0,89671.052631578961,0,0,0,0,0,0,-12398,2025-02-01 06:09:30,2025-02-01 06:09:30,2025-02-03 13:47:38
6yK8PMLCRvWF1UGTxlvo4g==,IDeTehCPdeRmsvgBF3jWhw==,SAND01CN,2025-12-02,1133,13503,89671.052631578961,2,0,89671.052631578961,0,0,0,0,0,0,-12370,2025-02-03 13:47:38,2025-02-03 13:47:38,2025-02-05 07:55:36
6yK8PMLCRvWF1UGTxlvo4g==,pOnR+v5RVWXYhZGOq9EhpQ==,SAND01CN,2025-12-02,1134,13503,89671.052631578961,2,0,89671.052631578961,0,0,0,0,0,0,-12369,2025-02-05 07:55:36,2025-02-05 07:55:36,
/tDHSq2KpPbYV5lh4iYsSw==,qCqbk4MJ+QwEykHcQ1Sm/w==,SAND01CN,2022-12-06,300,64,10250.000000000004,22,1,11149.122807017569,1,899.122807017564,0,0,0,1.1546319456101628e-12,236,2025-01-31 09:39:52,2025-01-31 09:39:52,
EPeDyT4zFWCTQ8OZ+Rpt9Q==,Sw2bivCwRuASDQdAzRZQYw==,SAND01CN,2025-04-19,705,3,611.40350877193,0,3,611.40350877193,0,0,0,0,0,0,702,2025-01-31 14:31:08,2025-01-31 14:31:08,2025-02-01 06:09:30
EPeDyT4zFWCTQ8OZ+Rpt9Q==,WW9EbR+UnwaClsn19QShkg==,SAND01CN,2025-04-19,1105,3,611.40350877193,0,3,611.40350877193,0,0,0,0,0,0,1102,2025-02-01 06:09:30,2025-02-01 06:09:30,2025-02-03 13:47:38
EPeDyT4zFWCTQ8OZ+Rpt9Q==,+X4AvtkJLTAEpwfJWZwkEg==,SAND01CN,2025-04-19,1133,3,611.40350877193,0,3,611.40350877193,0,0,0,0,0,0,1130,2025-02-03 13:47:38,2025-02-03 13:47:38,2025-02-05 07:55:36
EPeDyT4zFWCTQ8OZ+Rpt9Q==,KeFUX4PGCMYRDpjsGZS4gw==,SAND01CN,2025-04-19,1134,3,611.40350877193,0,3,611.40350877193,0,0,0,0,0,0,1131,2025-02-05 07:55:36,2025-02-05 07:55:36,
EaC47YSaH2FSrDQXjxUj/w==,xpIh5gQ99cMyQBqUCZSK1g==,SAND01CN,2025-05-22,705,1,109.649122807018,0,0,109.649122807018,1,0,0,0,0,0,704,2025-01-31 14:31:08,2025-01-31 14:31:08,2025-02-01 06:09:30
EaC47YSaH2FSrDQXjxUj/w==,IZNXc2XhlG3BL+vHUYUogQ==,SAND01CN,2025-05-22,1105,1,109.649122807018,0,0,109.649122807018,1,0,0,0,0,0,1104,2025-02-01 06:09:30,2025-02-01 06:09:30,2025-02-03 13:47:38
EaC47YSaH2FSrDQXjxUj/w==,7IU1eM2Dlit5rfY9a9uMlg==,SAND01CN,2025-05-22,1133,3,464.912280701755,2,0,464.912280701755,1,0,0,0,0,0,1130,2025-02-03 13:47:38,2025-02-03 13:47:38,2025-02-05 07:55:36
EaC47YSaH2FSrDQXjxUj/w==,JcIJH/zbra6JawgTUVrDpw==,SAND01CN,2025-05-22,1134,3,464.912280701755,2,0,464.912280701755,1,0,0,0,0,0,1131,2025-02-05 07:55:36,2025-02-05 07:55:36,
OHDHmwwjcNg0U6B3JG/UaA==,OJkYFbi60cm2XHfXvedfvw==,SAND01CN,2025-01-28,605,16,13413.09220011752,14,8,13631.673077310503,2,13.850877192982,26,0,0,204.72999999999996,589,2025-01-31 09:39:52,2025-01-31 09:39:52,
P1soaLc2NAlQzH8rkBtfBw==,edcc7I8aGV+HXms5QWVrMw==,SAND01CN,2024-06-11,397,2,1480.5614035087719,7,6,1480.5614035087719,1,0,32,0,0,0,395,2025-01-31 09:39:52,2025-01-31 09:39:52,
RDTwXjmW94zecEt4Aitkww==,X5CKS2QDp3TX7hAlU9DMQg==,SAND01CN,2023-11-26,403,3,250,0,0,250,0,0,2,3,0,0,397,2025-01-31 09:39:52,2025-01-31 09:39:52,
VwUH1ZuH6onfOyX5h5xTrg==,RZtv9+IEfjmftn/kIPU5yQ==,SAND01CN,2024-11-05,401,4,1521.615550239236,2,5,4184.9155502392368,1,0,16,0,0,2663.2999999999997,397,2025-01-31 09:39:52,2025-01-31 09:39:52,
cE7iVIRqBaG5pLvl0dnLGA==,+YnuSSkxNSA8iFIxG1jjfQ==,SAND01CN,2023-10-31,303,36,5850,33,30,6551.7543859649277,0,701.754385964928,7,2,0,-3.4106051316484809e-13,265,2025-01-31 09:39:52,2025-01-31 09:39:52,
fdQn9Sjfn+kf5qMqSPpxNg==,I8xwZq6BGlihAQEY2j98AA==,SAND01CN,2022-11-18,300,70,12600,0,1,14135.087719298281,0,1535.08771929828,1,0,0,2.1671553440683056e-13,230,2025-01-31 09:39:52,2025-01-31 09:39:52,
jDIVoVtXuGkIQAgcJ+oZyQ==,ybxmDgRLVsMwfMfLmtNW0A==,SAND01CN,2024-12-06,601,3,299,0,4,2789,1,0,23,0,0,2490,598,2025-01-31 09:39:52,2025-01-31 09:39:52,
m/Es9gwbxc7jMxsaqEVyrA==,20Jxbb7q5sN9vyDpugHkYg==,SAND01CN,2024-02-29,397,7,1075.0194584139281,5,8,1183.5492829753321,1,103.209824561404,3,2,0,5.3200000000000109,388,2025-01-31 09:39:52,2025-01-31 09:39:52,
tYHWm7TeUdMEzWKcjeJl7w==,wUEFu/P7ZzyASGXZiNa8aw==,SAND01CN,2025-03-09,705,5,763.157894736843,0,1,790.52631578946,0,27.368421052617,0,0,0,1.0658141036401503e-14,700,2025-01-31 14:31:08,2025-01-31 14:31:08,2025-02-01 06:09:30
tYHWm7TeUdMEzWKcjeJl7w==,5uJVmSyE2PUr2jQRunplpQ==,SAND01CN,2025-03-09,1105,5,763.157894736843,0,1,790.52631578946,0,27.368421052617,0,0,0,1.0658141036401503e-14,1100,2025-02-01 06:09:30,2025-02-01 06:09:30,2025-02-03 13:47:38
tYHWm7TeUdMEzWKcjeJl7w==,1GT5Q9vh5EyhEBwRZOjWgA==,SAND01CN,2025-03-09,1133,5,763.157894736843,0,1,790.52631578946,0,27.368421052617,0,0,0,1.0658141036401503e-14,1128,2025-02-03 13:47:38,2025-02-03 13:47:38,2025-02-04 07:46:09
tYHWm7TeUdMEzWKcjeJl7w==,pgS3gBeTRgzdFw2EntxhrQ==,SAND01CN,2025-03-09,1133,8,763.157894736843,0,1,790.52631578946,0,27.368421052617,0,0,0,1.0658141036401503e-14,1125,2025-02-04 07:46:09,2025-02-04 07:46:09,2025-02-05 07:55:36
tYHWm7TeUdMEzWKcjeJl7w==,R2LtQudOH2Y/4ahL9h855A==,SAND01CN,2025-03-09,1134,8,763.157894736843,0,1,790.52631578946,0,27.368421052617,0,0,0,1.0658141036401503e-14,1126,2025-02-05 07:55:36,2025-02-05 07:55:36,
32UrlzHvMDITFCLekGcXlA==,aJYdk3zYs54qYyxBTjmTeA==,SAND01CN,2022-11-16,300,70,12675,1,2,14210.087719298281,0,1535.08771929828,2,0,0,2.1671553440683056e-13,230,2025-01-31 09:39:52,2025-01-31 09:39:52,
4/v+Y3hDw7HgEWVoH2DMNA==,/wQjbWXc+gESVW8N7Fd+IA==,SAND01CN,2024-07-30,397,3,18030.438596491229,89,91,18030.438596491229,10,0,110,1,0,0,393,2025-01-31 09:39:52,2025-01-31 09:39:52,
75coxhJth30rOp1LHvJriA==,SeHiYT3Mm81yGjLTQb1c1Q==,SAND01CN,2025-11-17,705,21,3775.0398724082961,20,0,3775.0398724082961,11,0,0,0,0,0,684,2025-01-31 14:31:08,2025-01-31 14:31:08,2025-02-01 06:09:30
75coxhJth30rOp1LHvJriA==,tJh3AwiyxNLLhcbdRMHNmA==,SAND01CN,2025-11-17,1105,21,3775.0398724082961,20,0,3775.0398724082961,11,0,0,0,0,0,1084,2025-02-01 06:09:30,2025-02-01 06:09:30,2025-02-03 13:47:38
75coxhJth30rOp1LHvJriA==,8mC8K5XbL4Tux57ssNbnSg==,SAND01CN,2025-11-17,1133,21,3775.0398724082961,20,0,3775.0398724082961,11,0,0,0,0,0,1112,2025-02-03 13:47:38,2025-02-03 13:47:38,2025-02-04 07:46:09
75coxhJth30rOp1LHvJriA==,cmV02s5pmCWY9balgDrjkw==,SAND01CN,2025-11-17,1133,24,4350.4944178628421,23,0,4350.4944178628421,11,0,0,0,0,0,1109,2025-02-04 07:46:09,2025-02-04 07:46:09,2025-02-05 07:55:36
75coxhJth30rOp1LHvJriA==,9IbXdNzL7Bmn61rs/1g8pg==,SAND01CN,2025-11-17,1134,24,4350.4944178628421,23,0,4350.4944178628421,11,0,0,0,0,0,1110,2025-02-05 07:55:36,2025-02-05 07:55:36,
UEohXZfyK5C9i4WBz14C4A==,8+M0XjMBhwvicbgPo/40+g==,SAND01CN,2023-08-15,300,7,525,0,0,694.354838709677,0,0,5,0,0,169.354838709677,293,2025-01-31 09:39:52,2025-01-31 09:39:52,
kRWvZYSrn1w+oZW3PsVawg==,sqgLERL6ByCF+kwEFe6rVQ==,SAND01CN,2022-05-13,84,0,0,0,0,0,1,0,0,0,0,0,84,2025-01-31 09:39:52,2025-01-31 09:39:52,
ssLtV1lYTLiNChF251FYdw==,xpIh5gQ99cMyQBqUCZSK1g==,SAND01CN,2025-08-12,705,1,109.649122807018,0,0,109.649122807018,1,0,0,0,0,0,704,2025-01-31 14:31:08,2025-01-31 14:31:08,2025-02-01 06:09:30
ssLtV1lYTLiNChF251FYdw==,IZNXc2XhlG3BL+vHUYUogQ==,SAND01CN,2025-08-12,1105,1,109.649122807018,0,0,109.649122807018,1,0,0,0,0,0,1104,2025-02-01 06:09:30,2025-02-01 06:09:30,2025-02-03 13:47:38
ssLtV1lYTLiNChF251FYdw==,jd6nYaiD5mE17AR/Rj8V6Q==,SAND01CN,2025-08-12,1133,1,109.649122807018,0,0,109.649122807018,1,0,0,0,0,0,1132,2025-02-03 13:47:38,2025-02-03 13:47:38,2025-02-05 07:55:36
ssLtV1lYTLiNChF251FYdw==,Wzx871NLVSNju6W/SbpXJg==,SAND01CN,2025-08-12,1134,1,109.649122807018,0,0,109.649122807018,1,0,0,0,0,0,1133,2025-02-05 07:55:36,2025-02-05 07:55:36,
stxagvSHLotMyzrCuV0SBw==,fQquww8ri4MILqIiMlgPHg==,SAND01CN,2025-11-04,705,10,495.614035087718,0,4,495.614035087718,0,0,0,0,0,0,695,2025-01-31 14:31:08,2025-01-31 14:31:08,2025-02-01 06:09:30
stxagvSHLotMyzrCuV0SBw==,VUmssn3xyPRED3gnwHxegA==,SAND01CN,2025-11-04,1105,10,495.614035087718,0,4,495.614035087718,0,0,0,0,0,0,1095,2025-02-01 06:09:30,2025-02-01 06:09:30,2025-02-03 13:47:38
stxagvSHLotMyzrCuV0SBw==,73cNforKsz1lAWZHB4lajQ==,SAND01CN,2025-11-04,1133,10,495.614035087718,0,4,495.614035087718,0,0,0,0,0,0,1123,2025-02-03 13:47:38,2025-02-03 13:47:38,2025-02-05 07:55:36
stxagvSHLotMyzrCuV0SBw==,8zgAEs/LOXvKdxlhdgW7ww==,SAND01CN,2025-11-04,1134,10,495.614035087718,0,4,495.614035087718,0,0,0,0,0,0,1124,2025-02-05 07:55:36,2025-02-05 07:55:36,
yY2Od35cZ+FE+JrFjH6r5Q==,BwsQDMsclhuafTUVgQu41Q==,SAND01CN,2023-03-03,300,2,560.518181818182,1,2,616.09286619267,0,55.574684374488,1,0,0,-1.4210854715202004e-14,298,2025-01-31 09:39:52,2025-01-31 09:39:52,
Ad4ns9mvU9kkUy8Y8cewCQ==,ZTWfrdr7rpLbZKs1Ivu0dA==,SAND01CN,2025-12-06,705,13501,89583.333333333343,0,0,89583.333333333343,0,0,0,0,0,0,-12796,2025-01-31 14:31:08,2025-01-31 14:31:08,2025-02-01 06:09:30
Ad4ns9mvU9kkUy8Y8cewCQ==,XWWthDiEPa6CSz+L5b/mhA==,SAND01CN,2025-12-06,1105,13501,89583.333333333343,0,0,89583.333333333343,0,0,0,0,0,0,-12396,2025-02-01 06:09:30,2025-02-01 06:09:30,2025-02-03 13:47:38
Ad4ns9mvU9kkUy8Y8cewCQ==,fHHdWnfBpnGtmHE9uURXOw==,SAND01CN,2025-12-06,1133,13501,89583.333333333343,0,0,89583.333333333343,0,0,0,0,0,0,-12368,2025-02-03 13:47:38,2025-02-03 13:47:38,2025-02-05 07:55:36
Ad4ns9mvU9kkUy8Y8cewCQ==,71Rc8JZk6PGaA8VVpsn8Fg==,SAND01CN,2025-12-06,1134,13501,89583.333333333343,0,0,89583.333333333343,0,0,0,0,0,0,-12367,2025-02-05 07:55:36,2025-02-05 07:55:36,
MFXGhCx2x+QaGIKiWeHUfg==,7BG0obU8/JWleFdcXneaRA==,SAND01CN,2025-01-20,605,14,2967.9989314194559,10,5,3029.1008307260581,8,28.03738317757,6,0,0,33.064516129032057,591,2025-01-31 09:39:52,2025-01-31 09:39:52,
QKuHua84vEwB+XYMeLbiTg==,b7cuR3x6wKgHWMwCLLgx/g==,SAND01CN,2023-12-04,403,4,386.36363636363603,1,0,38639.589442815253,0,5403.2258064516136,25,0,4,32850.000000000007,395,2025-01-31 09:39:52,2025-01-31 09:39:52,
VVpsk9EZd80/0+j3f6OKfg==,7HtfvntKPKrTyTOhpblSMA==,SAND01CN,2025-01-06,605,12,2604.2782775119595,11,5,2604.2782775119595,0,0,13,0,1,0,592,2025-01-31 09:39:52,2025-01-31 09:39:52,
XTZsmBEVRMrS9DkprGykHw==,htDBGZ27ZIl1AQbXqa/hFg==,SAND01CN,2023-11-23,403,4,2250,0,1,71737.226938313514,3,51847.226938313521,12,2,0,17640,397,2025-01-31 09:39:52,2025-01-31 09:39:52,
acinkgvvowz0v0DETzuxqw==,I7lOzsOM/xqDr+RKgx6k7Q==,SAND01CN,2023-01-01,300,1,125,0,0,146.929824561404,0,21.929824561404,0,0,0,-1.0658141036401503e-14,299,2025-01-31 09:39:52,2025-01-31 09:39:52,
npdVKGJg/HZkm6KVVsLz1Q==,qhOlLMiNrVQHxSfCC3bNfw==,SAND01CN,2022-12-15,300,45,6520.6,0,0,7419.7228070175634,0,899.122807017564,2,0,0,-6.9277916736609768e-13,255,2025-01-31 09:39:52,2025-01-31 09:39:52,
pJM42i7V42gitssOxURpAQ==,SiJRaBjjrcIOCGUEarxsKw==,SAND01CN,2024-06-20,397,14,4678.041353383459,25,27,6029.894736842105,5,101.710526315789,29,0,0,1250.1428571428573,383,2025-01-31 09:39:52,2025-01-31 09:39:52,
scdg9OnL2s7cnIQYP8KoJA==,u33N6YCoILrTvkQ8EMqNCQ==,SAND01CN,2022-12-27,300,41,6125,0,0,7024.1228070175639,1,899.122807017564,2,0,0,2.1671553440683056e-13,259,2025-01-31 09:39:52,2025-01-31 09:39:52,
1DADYjpkGSkUIEhDMlRetQ==,5VUjl5Sfl+Ybc3pTlenPzQ==,SAND01CN,2023-03-26,300,4,1079.1545454545451,0,0,1144.9440191387559,0,65.789473684211,0,0,0,-2.8421709430404007e-14,296,2025-01-31 09:39:52,2025-01-31 09:39:52,
1Ds/pwt6xGqdWJz+AXZwYQ==,WX0LvbuqVl3vaaozVBnGtQ==,SAND01CN,2025-10-15,705,4,709.649122807018,0,0,709.649122807018,0,0,0,0,0,0,701,2025-01-31 14:31:08,2025-01-31 14:31:08,2025-02-01 06:09:30
1Ds/pwt6xGqdWJz+AXZwYQ==,NHMAHgJr6a0bPgqOKQyd/Q==,SAND01CN,2025-10-15,1105,4,709.649122807018,0,0,709.649122807018,0,0,0,0,0,0,1101,2025-02-01 06:09:30,2025-02-01 06:09:30,2025-02-03 13:47:38
1Ds/pwt6xGqdWJz+AXZwYQ==,NpJxL4y0Yg1GvrBkLBIgSw==,SAND01CN,2025-10-15,1133,4,709.649122807018,0,0,709.649122807018,0,0,0,0,0,0,1129,2025-02-03 13:47:38,2025-02-03 13:47:38,2025-02-05 07:55:36
1Ds/pwt6xGqdWJz+AXZwYQ==,6js5K8epFvuWkCX8PDyYeQ==,SAND01CN,2025-10-15,1134,4,709.649122807018,0,0,709.649122807018,0,0,0,0,0,0,1130,2025-02-05 07:55:36,2025-02-05 07:55:36,
